fuel_id,frac_A,frac_B,phi,temperature_K,pressure_bar,lbv_cm_per_s,source,,,
methanol_air,1,0,0.8,609,1,117,experimental_data,,,
methanol_air,1,0,1.2,339,1,60,experimental_data,,,
methanol_air,1,0,1.2,348,1,60,experimental_data,,,
methanol_air,1,0,1.2,354,1,61,experimental_data,,,
methanol_air,1,0,1.2,369,1,63,experimental_data,,,
methanol_air,1,0,1.2,363,1,66,experimental_data,,,
methanol_air,1,0,1.2,378,1,72,experimental_data,,,
methanol_air,1,0,1.2,387,1,70,experimental_data,,,
methanol_air,1,0,1.2,402,1,72,experimental_data,,,
methanol_air,1,0,1.2,426,1,82,experimental_data,,,
methanol_air,1,0,1.2,438,1,81,experimental_data,,,
methanol_air,1,0,1.2,444,1,82,experimental_data,,,
methanol_air,1,0,1.2,447,1,87,experimental_data,,,
methanol_air,1,0,1.2,456,1,90,experimental_data,,,
methanol_air,1,0,1.2,459,1,89,experimental_data,,,
methanol_air,1,0,1.2,468,1,87,experimental_data,,,
methanol_air,1,0,1.2,474,1,87,experimental_data,,,
methanol_air,1,0,1.2,468,1,91,experimental_data,,,
methanol_air,1,0,1.2,486,1,94,experimental_data,,,
methanol_air,1,0,1.2,501,1,100,experimental_data,,,
methanol_air,1,0,1.2,507,1,100,experimental_data,,,
methanol_air,1,0,1.2,513,1,100,experimental_data,,,
methanol_air,1,0,1.2,519,1,102,experimental_data,,,
methanol_air,1,0,1.2,534,1,109,experimental_data,,,
methanol_air,1,0,1.2,555,1,113,experimental_data,,,
methanol_air,1,0,1.2,558,1,119,experimental_data,,,
methanol_air,1,0,0.69,300,1,17,experimental_data,,,
methanol_air,1,0,0.79,300,1,27,experimental_data,,,
methanol_air,1,0,0.88,300,1,34,experimental_data,,,
methanol_air,1,0,0.97,300,1,42,experimental_data,,,
methanol_air,1,0,1.07,300,1,47,experimental_data,,,
methanol_air,1,0,1.16,300,1,45,experimental_data,,,
methanol_air,1,0,1.25,300,1,38,experimental_data,,,
methanol_air,1,0,0.7,500,1,49,experimental_data,,,
methanol_air,1,0,0.8,500,1,69,experimental_data,,,
methanol_air,1,0,0.9,500,1,85,experimental_data,,,
methanol_air,1,0,1,500,1,91,experimental_data,,,
methanol_air,1,0,1.1,500,1,98,experimental_data,,,
methanol_air,1,0,1.2,500,1,93,experimental_data,,,
methanol_air,1,0,1.3,500,1,87,experimental_data,,,
methanol_air,1,0,0.7,600,1,71,experimental_data,,,
methanol_air,1,0,0.8,600,1,96,experimental_data,,,
methanol_air,1,0,0.9,600,1,116,experimental_data,,,
methanol_air,1,0,1,600,1,120,experimental_data,,,
methanol_air,1,0,1.1,600,1,127,experimental_data,,,
methanol_air,1,0,1.2,600,1,120,experimental_data,,,
methanol_air,1,0,1.3,600,1,115,experimental_data,,,
,,,,,,,,,,
,,,,,,,,,,
LPG_air,1,0,0.8,300,1,30.8,experimental_data,,,
LPG_air,1,0,0.9,300,1,35.24,experimental_data,,,
LPG_air,1,0,1,300,1,39.07,experimental_data,,,
LPG_air,1,0,1.1,300,1,40.23,experimental_data,,,
LPG_air,1,0,1.2,300,1,36.43,experimental_data,,,
LPG_air,1,0,0.8,300,1,30.65,experimental_data,,,
LPG_air,1,0,0.9,300,1,35.12,experimental_data,,,
LPG_air,1,0,1,300,1,38.92,experimental_data,,,
LPG_air,1,0,1.1,300,1,40.06,experimental_data,,,
LPG_air,1,0,1.2,300,1,36.27,experimental_data,,,
LPG_air,1,0,1.3,300,1,31.47,experimental_data,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
LPG_air,1,0,0.8,300,1,30.66,experimental_data,,,
LPG_air,1,0,0.9,300,1,35.15,experimental_data,,,
LPG_air,1,0,1,300,1,38.92,experimental_data,,,
LPG_air,1,0,1.1,300,1,40.03,experimental_data,,,
LPG_air,1,0,1.2,300,1,36.37,experimental_data,,,
LPG_air,1,0,1.3,300,1,31.53,experimental_data,,,
LPG_air,1,0,0.8,300,1,27.71,experimental_data,,,
LPG_air,1,0,0.9,300,1,33.69,experimental_data,,,
LPG_air,1,0,1,300,1,36.77,experimental_data,,,
LPG_air,1,0,1.1,300,1,37.39,experimental_data,,,
LPG_air,1,0,1.2,300,1,34.11,experimental_data,,,
LPG_air,1,0,1.3,300,1,29.38,experimental_data,,,
LPG_air,1,0,0.8,400,1,47.3,experimental_data,,,
LPG_air,1,0,0.9,400,1,54.95,experimental_data,,,
LPG_air,1,0,1,400,1,58.1,experimental_data,,,
LPG_air,1,0,1.1,400,1,58.91,experimental_data,,,
LPG_air,1,0,1.2,400,1,54.07,experimental_data,,,
LPG_air,1,0,1.3,400,1,49.67,experimental_data,,,
LPG_air,1,0,0.8,500,1,71.69,experimental_data,,,
LPG_air,1,0,0.9,500,1,80.46,experimental_data,,,
LPG_air,1,0,1,500,1,83.12,experimental_data,,,
LPG_air,1,0,1.1,500,1,83.37,experimental_data,,,
LPG_air,1,0,1.2,500,1,78.49,experimental_data,,,
LPG_air,1,0,1.3,500,1,75.81,experimental_data,,,
LPG_air,1,0,0.8,300,1,26.12,experimental_data,,,
LPG_air,1,0,0.9,300,1,32.18,experimental_data,,,
LPG_air,1,0,1,300,1,35.47,experimental_data,,,
LPG_air,1,0,1.1,300,1,36.24,experimental_data,,,
LPG_air,1,0,1.2,300,1,32.38,experimental_data,,,
LPG_air,1,0,1.3,300,1,27.65,experimental_data,,,
LPG_air,1,0,0.8,400,1,44.97,experimental_data,,,
LPG_air,1,0,0.9,400,1,52.57,experimental_data,,,
LPG_air,1,0,1,400,1,56.5,experimental_data,,,
LPG_air,1,0,1.1,400,1,57.07,experimental_data,,,
LPG_air,1,0,1.2,400,1,51.67,experimental_data,,,
LPG_air,1,0,1.3,400,1,47.34,experimental_data,,,
LPG_air,1,0,0.8,500,1,68.61,experimental_data,,,
LPG_air,1,0,0.9,500,1,76.84,experimental_data,,,
LPG_air,1,0,1,500,1,81.05,experimental_data,,,
LPG_air,1,0,1.1,500,1,81.14,experimental_data,,,
LPG_air,1,0,1.2,500,1,74.48,experimental_data,,,
LPG_air,1,0,1.3,500,1,71.61,experimental_data,,,
LPG_air,1,0,0.8,300,1,22.2,experimental_data,,,
LPG_air,1,0,0.9,300,1,28.29,experimental_data,,,
LPG_air,1,0,1,300,1,30.95,experimental_data,,,
LPG_air,1,0,1.1,300,1,32.83,experimental_data,,,
LPG_air,1,0,1.2,300,1,28.11,experimental_data,,,
LPG_air,1,0,1.3,300,1,24.26,experimental_data,,,
LPG_air,1,0,0.8,400,1,39.35,experimental_data,,,
LPG_air,1,0,0.9,400,1,46.69,experimental_data,,,
LPG_air,1,0,1,400,1,49.98,experimental_data,,,
LPG_air,1,0,1.1,400,1,51.82,experimental_data,,,
LPG_air,1,0,1.2,400,1,46.55,experimental_data,,,
LPG_air,1,0,1.3,400,1,42.79,experimental_data,,,
LPG_air,1,0,0.8,500,1,61.43,experimental_data,,,
LPG_air,1,0,0.9,500,1,68.85,experimental_data,,,
LPG_air,1,0,1,500,1,71.85,experimental_data,,,
LPG_air,1,0,1.1,500,1,73.93,experimental_data,,,
LPG_air,1,0,1.2,500,1,69.05,experimental_data,,,
LPG_air,1,0,1.3,500,1,66.74,experimental_data,,,
,,,,,,,,,,
LPG_air,1,0,1.2508,300,1,56.03,experimental_data,,,
LPG_air,1,0,1.2663,300,1,57.43,experimental_data,,,
LPG_air,1,0,1.2818,300,1,59.34,experimental_data,,,
LPG_air,1,0,1.2996,300,1,60.91,experimental_data,,,
LPG_air,1,0,1.3406,300,1,65.09,experimental_data,,,
LPG_air,1,0,1.3773,300,1,69.27,experimental_data,,,
LPG_air,1,0,1.425,300,1,72.94,experimental_data,,,
LPG_air,1,0,1.4505,300,1,69.13,experimental_data,,,
LPG_air,1,0,1.5415,300,1,77.16,experimental_data,,,
LPG_air,1,0,1.5725,300,1,82.72,experimental_data,,,
LPG_air,1,0,1.6546,300,1,89.7,experimental_data,,,
LPG_air,1,0,1.7123,300,1,94.41,experimental_data,,,
LPG_air,1,0,1.2,360,1,48.53,experimental_data,,,
LPG_air,1,0,1.2,371,1,53.81,experimental_data,,,
LPG_air,1,0,1.2,377,1,54.35,experimental_data,,,
LPG_air,1,0,1.2,384,1,57.78,experimental_data,,,
LPG_air,1,0,1.2,396,1,60.96,experimental_data,,,
LPG_air,1,0,1.2,409,1,65.19,experimental_data,,,
LPG_air,1,0,1.2,411,1,59.93,experimental_data,,,
LPG_air,1,0,1.2,419,1,66,experimental_data,,,
LPG_air,1,0,1.2,431,1,69.97,experimental_data,,,
LPG_air,1,0,1.2,448,1,74.47,experimental_data,,,
LPG_air,1,0,1.2,455,1,72.64,experimental_data,,,
LPG_air,1,0,1.2,464,1,75.29,experimental_data,,,
LPG_air,1,0,1.2,464,1,75.29,experimental_data,,,
LPG_air,1,0,1.2,467,1,79.24,experimental_data,,,
LPG_air,1,0,1.2,476,1,81.63,experimental_data,,,
LPG_air,1,0,1.2,493,1,81.92,experimental_data,,,
LPG_air,1,0,1.2,495,1,88.76,experimental_data,,,
LPG_air,1,0,1.2,503,1,89.04,experimental_data,,,
LPG_air,1,0,1.2,518,1,95.38,experimental_data,,,
LPG_air,1,0,0.8,445,1,56.83,experimental_data,,,
LPG_air,1,0,0.8,453,1,58.43,experimental_data,,,
LPG_air,1,0,0.8,459,1,62.65,experimental_data,,,
LPG_air,1,0,0.8,464,1,61.6,experimental_data,,,
LPG_air,1,0,0.8,468,1,64.77,experimental_data,,,
LPG_air,1,0,0.8,473,1,66.36,experimental_data,,,
LPG_air,1,0,0.8,488,1,65.86,experimental_data,,,
LPG_air,1,0,0.8,504,1,71.94,experimental_data,,,
LPG_air,1,0,0.8,509,1,76.68,experimental_data,,,
LPG_air,1,0,0.8,518,1,74.33,experimental_data,,,
LPG_air,1,0,0.8,530,1,79.61,experimental_data,,,
LPG_air,1,0,0.8,534,1,79.62,experimental_data,,,
LPG_air,1,0,0.8,543,1,85.43,experimental_data,,,
LPG_air,1,0,0.8,549,1,83.86,experimental_data,,,
LPG_air,1,0,0.8,566,1,91.52,experimental_data,,,
LPG_air,1,0,0.8,569,1,87.84,experimental_data,,,
LPG_air,1,0,0.8,594,1,97.36,experimental_data,,,
LPG_air,1,0,0.8,596,1,95.26,experimental_data,,,
LPG_air,1,0,0.6984,300,1,19.83,experimental_data,,,
LPG_air,1,0,0.7968,300,1,28.21,experimental_data,,,
LPG_air,1,0,0.8993,300,1,34.72,experimental_data,,,
LPG_air,1,0,1.0018,300,1,39.9,experimental_data,,,
LPG_air,1,0,1.1042,300,1,40.35,experimental_data,,,
LPG_air,1,0,1.2088,300,1,36.94,experimental_data,,,
LPG_air,1,0,1.3031,300,1,31.66,experimental_data,,,
LPG_air,1,0,0.69921,300,1,19.768,experimental_data,,,
LPG_air,1,0,0.80019,300,1,28.715,experimental_data,,,
LPG_air,1,0,0.90085,300,1,35.105,experimental_data,,,
LPG_air,1,0,1.00129,300,1,39.748,experimental_data,,,
LPG_air,1,0,1.10124,300,1,40.462,experimental_data,,,
LPG_air,1,0,1.20323,300,1,37.558,experimental_data,,,
LPG_air,1,0,1.30243,300,1,32.222,experimental_data,,,
LPG_air,1,0,0.70051,600,1,86.25,experimental_data,,,
LPG_air,1,0,0.79934,600,1,98.587,experimental_data,,,
LPG_air,1,0,0.90283,600,1,111.357,experimental_data,,,
LPG_air,1,0,1.00047,600,1,120.435,experimental_data,,,
LPG_air,1,0,1.10148,600,1,120.162,experimental_data,,,
LPG_air,1,0,1.20015,600,1,118.369,experimental_data,,,
LPG_air,1,0,1.29874,600,1,109.403,experimental_data,,,
LPG_air,1,0,0.69904,500,1,60.164,experimental_data,,,
LPG_air,1,0,0.80019,500,1,71.196,experimental_data,,,
LPG_air,1,0,0.90017,500,1,82.011,experimental_data,,,
LPG_air,1,0,0.99896,500,1,90.218,experimental_data,,,
LPG_air,1,0,1.10229,500,1,90.162,experimental_data,,,
LPG_air,1,0,1.1998,500,1,87.718,experimental_data,,,
LPG_air,1,0,1.30071,500,1,79.184,experimental_data,,,
LPG_air,1,0,0.70226,400,1,37.336,experimental_data,,,
LPG_air,1,0,0.80223,400,1,47.281,experimental_data,,,
LPG_air,1,0,0.90219,400,1,56.575,experimental_data,,,
LPG_air,1,0,1.00096,400,1,63.26,experimental_data,,,
LPG_air,1,0,1.10082,400,1,63.206,experimental_data,,,
LPG_air,1,0,1.20064,400,1,60.108,experimental_data,,,
LPG_air,1,0,1.29809,400,1,53.316,experimental_data,,,
,,,,,,,,,,
,,,,,,,,,,
methane_air,1,0,1.2,431.13,1,58.89,experimental_data,,,
methane_air,1,0,1.2,436.65,1,60.34,experimental_data,,,
methane_air,1,0,1.2,441.15,1,60.5,experimental_data,,,
methane_air,1,0,1.2,460.92,1,63.25,experimental_data,,,
methane_air,1,0,1.2,463.44,1,63.25,experimental_data,,,
methane_air,1,0,1.2,472.68,1,66.79,experimental_data,,,
methane_air,1,0,1.2,474.42,1,67.28,experimental_data,,,
methane_air,1,0,1.2,478.44,1,66.48,experimental_data,,,
methane_air,1,0,1.2,487.95,1,70.18,experimental_data,,,
methane_air,1,0,1.2,510.18,1,77.91,experimental_data,,,
methane_air,1,0,1.2,519.21,1,80.97,experimental_data,,,
methane_air,1,0,1.2,523.95,1,82.1,experimental_data,,,
methane_air,1,0,1.2,534.96,1,81.31,experimental_data,,,
methane_air,1,0,1.2,548.73,1,84.53,experimental_data,,,
methane_air,1,0,1.2,561.99,1,90.17,experimental_data,,,
methane_air,1,0,1.2,438.69,1,50.38,experimental_data,,,
methane_air,1,0,0.8,444.42,1,54.72,experimental_data,,,
methane_air,1,0,0.8,448.44,1,54.4,experimental_data,,,
methane_air,1,0,0.8,452.19,1,53.12,experimental_data,,,
methane_air,1,0,0.8,455.43,1,56.18,experimental_data,,,
methane_air,1,0,0.8,457.44,1,56.34,experimental_data,,,
methane_air,1,0,0.8,459.45,1,55.86,experimental_data,,,
methane_air,1,0,0.8,471.96,1,60.05,experimental_data,,,
methane_air,1,0,0.8,481.95,1,62.14,experimental_data,,,
methane_air,1,0,0.8,485.22,1,62.95,experimental_data,,,
methane_air,1,0,0.8,486.45,1,64.56,experimental_data,,,
methane_air,1,0,0.8,507.21,1,69.88,experimental_data,,,
methane_air,1,0,0.8,515.97,1,70.37,experimental_data,,,
methane_air,1,0,0.8,525.24,1,72.3,experimental_data,,,
methane_air,1,0,0.8,527.97,1,75.84,experimental_data,,,
methane_air,1,0,0.8,555.27,1,76.67,experimental_data,,,
methane_air,1,0,0.8,561.24,1,82.94,experimental_data,,,
methane_air,1,0,0.8,573.27,1,82.79,experimental_data,,,
methane_air,1,0,0.6,300,1,12.862,experimental_data,,,
methane_air,1,0,0.7,300,1,19.738,experimental_data,,,
methane_air,1,0,0.8,300,1,26.76,experimental_data,,,
methane_air,1,0,0.9,300,1,31.592,experimental_data,,,
methane_air,1,0,1.1,300,1,37.023,experimental_data,,,
methane_air,1,0,1.2,300,1,32.073,experimental_data,,,
methane_air,1,0,1.3,300,1,24.059,experimental_data,,,
methane_air,1,0,1.4,300,1,17.066,experimental_data,,,
methane_air,1,0,0.6,300,1,12.509,experimental_data,,,
methane_air,1,0,0.7,300,1,19.345,experimental_data,,,
methane_air,1,0,0.8,300,1,26.473,experimental_data,,,
methane_air,1,0,0.9,300,1,31.418,experimental_data,,,
methane_air,1,0,1.0,300,1,35.636,experimental_data,,,
methane_air,1,0,1.1,300,1,37.091,experimental_data,,,
methane_air,1,0,1.2,300,1,31.709,experimental_data,,,
methane_air,1,0,1.3,300,1,23.709,experimental_data,,,
methane_air,1,0,1.4,300,1,16.873,experimental_data,,,
,,,,,,,,,,
,,,,,,,,,,
LPG_air,1,0,1,375.3,1,56.13,experimental_data,,,
LPG_air,1,0,1,380.58,1,57.73,experimental_data,,,
LPG_air,1,0,1,385.89,1,59.87,experimental_data,,,
LPG_air,1,0,1,389.43,1,61.29,experimental_data,,,
LPG_air,1,0,1,401.19,1,65.91,experimental_data,,,
LPG_air,1,0,1,412.95,1,69.29,experimental_data,,,
LPG_air,1,0,1,428.25,1,73.56,experimental_data,,,
LPG_air,1,0,1,435.84,1,69.11,experimental_data,,,
LPG_air,1,0,1,462.3,1,77.29,experimental_data,,,
LPG_air,1,0,1,471.72,1,82.44,experimental_data,,,
LPG_air,1,0,1,497.01,1,89.73,experimental_data,,,
LPG_air,1,0,1,514.08,1,94.53,experimental_data,,,
LPG_air,1,0,0.8,443.19,1,56.05,experimental_data,,,
LPG_air,1,0,0.8,452.4,1,57.59,experimental_data,,,
LPG_air,1,0,0.8,459.33,1,61.46,experimental_data,,,
LPG_air,1,0,0.8,466.23,1,61.46,experimental_data,,,
LPG_air,1,0,0.8,469.35,1,65.14,experimental_data,,,
LPG_air,1,0,0.8,473.16,1,64.17,experimental_data,,,
LPG_air,1,0,0.8,474.75,1,66.5,experimental_data,,,
LPG_air,1,0,0.8,489.27,1,65.13,experimental_data,,,
LPG_air,1,0,0.8,503.94,1,71.71,experimental_data,,,
LPG_air,1,0,0.8,508.59,1,75.39,experimental_data,,,
LPG_air,1,0,0.8,520.05,1,74.03,experimental_data,,,
LPG_air,1,0,0.8,530.1,1,79.84,experimental_data,,,
LPG_air,1,0,0.8,535.44,1,79.06,experimental_data,,,
LPG_air,1,0,0.8,542.43,1,84.68,experimental_data,,,
LPG_air,1,0,0.8,548.52,1,83.32,experimental_data,,,
LPG_air,1,0,0.8,568.5,1,87.18,experimental_data,,,
LPG_air,1,0,0.8,566.28,1,91.06,experimental_data,,,
LPG_air,1,0,0.8,594.69,1,97.44,experimental_data,,,
LPG_air,1,0,0.8,597.72,1,95.11,experimental_data,,,
LPG_air,1,0,1.2,361.11,1,48.34,experimental_data,,,
LPG_air,1,0,1.2,372.66,1,53.37,experimental_data,,,
LPG_air,1,0,1.2,372.66,1,53.37,experimental_data,,,
LPG_air,1,0,1.2,375.75,1,54.15,experimental_data,,,
LPG_air,1,0,1.2,381.15,1,57.82,experimental_data,,,
LPG_air,1,0,1.2,394.23,1,60.92,experimental_data,,,
LPG_air,1,0,1.2,410.31,1,60.13,experimental_data,,,
LPG_air,1,0,1.2,408.84,1,64.79,experimental_data,,,
LPG_air,1,0,1.2,418.8,1,65.36,experimental_data,,,
LPG_air,1,0,1.2,431.13,1,69.62,experimental_data,,,
LPG_air,1,0,1.2,449.58,1,74.26,experimental_data,,,
LPG_air,1,0,1.2,454.17,1,72.9,experimental_data,,,
LPG_air,1,0,1.2,468,1,76.38,experimental_data,,,
LPG_air,1,0,1.2,469.56,1,78.9,experimental_data,,,
LPG_air,1,0,1.2,474.96,1,81.61,experimental_data,,,
LPG_air,1,0,1.2,491.82,1,81.41,experimental_data,,,
LPG_air,1,0,1.2,495.75,1,88.38,experimental_data,,,
LPG_air,1,0,1.2,503.43,1,88.38,experimental_data,,,
LPG_air,1,0,1.2,518.85,1,95.15,experimental_data,,,
LPG_air,1,0,0.70,300,1,19.8,experimental_data,,,
LPG_air,1,0,0.80,300,1,28.44,experimental_data,,,
LPG_air,1,0,0.89,300,1,35.13,experimental_data,,,
LPG_air,1,0,0.99,300,1,39.93,experimental_data,,,
LPG_air,1,0,1.09,300,1,40.37,experimental_data,,,
LPG_air,1,0,1.19,300,1,37.1,experimental_data,,,
LPG_air,1,0,1.30,300,1,31.69,experimental_data,,,
,,,,,,,,,,
propane_air,1,0,1,371.28,1,58.01,experimental_data,,,
propane_air,1,0,1,392.07,1,64.07,experimental_data,,,
propane_air,1,0,1,405.27,1,67,experimental_data,,,
propane_air,1,0,1,414.3,1,68.75,experimental_data,,,
propane_air,1,0,1,414.96,1,69.93,experimental_data,,,
propane_air,1,0,1,411.39,1,73.69,experimental_data,,,
propane_air,1,0,1,421.23,1,71.1,experimental_data,,,
propane_air,1,0,1,430.29,1,71.86,experimental_data,,,
propane_air,1,0,1,429.51,1,75.61,experimental_data,,,
propane_air,1,0,1,429.51,1,75.61,experimental_data,,,
propane_air,1,0,1,433.59,1,79.94,experimental_data,,,
propane_air,1,0,1,445.5,1,78.13,experimental_data,,,
propane_air,1,0,1,450.99,1,82.66,experimental_data,,,
propane_air,1,0,1,459.42,1,79.48,experimental_data,,,
propane_air,1,0,1,457.2,1,86.19,experimental_data,,,
propane_air,1,0,1,476.7,1,86.93,experimental_data,,,
propane_air,1,0,1,500.28,1,93.97,experimental_data,,,
propane_air,1,0,1,516.93,1,98.46,experimental_data,,,
propane_air,1,0,1,516.87,1,101.42,experimental_data,,,
propane_air,1,0,1,534.9,1,105.91,experimental_data,,,
propane_air,1,0,1,549.42,1,112.77,experimental_data,,,
propane_air,1,0,1,571.59,1,120.21,experimental_data,,,
propane_air,1,0,0.8,432.66,1,56.29,experimental_data,,,
propane_air,1,0,0.8,446.58,1,62.68,experimental_data,,,
propane_air,1,0,0.8,453,1,65.07,experimental_data,,,
propane_air,1,0,0.8,475.08,1,65.69,experimental_data,,,
propane_air,1,0,0.8,472.86,1,70.27,experimental_data,,,
propane_air,1,0,0.8,489.54,1,70.88,experimental_data,,,
propane_air,1,0,0.8,504,1,78.06,experimental_data,,,
propane_air,1,0,0.8,509.4,1,75.08,experimental_data,,,
propane_air,1,0,0.8,508.8,1,81.85,experimental_data,,,
propane_air,1,0,0.8,508.8,1,81.85,experimental_data,,,
propane_air,1,0,0.8,517.95,1,80.66,experimental_data,,,
propane_air,1,0,0.8,529.2,1,86.25,experimental_data,,,
propane_air,1,0,0.8,533.52,1,85.66,experimental_data,,,
propane_air,1,0,0.8,542.61,1,91.04,experimental_data,,,
propane_air,1,0,0.8,550.14,1,90.05,experimental_data,,,
propane_air,1,0,0.8,564.6,1,98.23,experimental_data,,,
propane_air,1,0,0.8,570.03,1,93.65,experimental_data,,,
propane_air,1,0,0.8,592.5,1,104.03,experimental_data,,,
propane_air,1,0,1.2,420.72,1,65.44,experimental_data,,,
propane_air,1,0,1.2,431.97,1,69.84,experimental_data,,,
propane_air,1,0,1.2,451.32,1,73.64,experimental_data,,,
propane_air,1,0,1.2,447.54,1,74.83,experimental_data,,,
propane_air,1,0,1.2,459.3,1,79.82,experimental_data,,,
propane_air,1,0,1.2,464.16,1,79.82,experimental_data,,,
propane_air,1,0,1.2,471.09,1,85.6,experimental_data,,,
propane_air,1,0,1.2,471.09,1,85.6,experimental_data,,,
propane_air,1,0,1.2,480.75,1,87.8,experimental_data,,,
propane_air,1,0,1.2,493.71,1,85.03,experimental_data,,,
propane_air,1,0,1.2,493.62,1,93.19,experimental_data,,,
propane_air,1,0,1.2,521.04,1,93.42,experimental_data,,,
propane_air,1,0,1.2,513.99,1,98.79,experimental_data,,,
propane_air,1,0,1.2,525.24,1,103.18,experimental_data,,,
propane_air,1,0,1.2,534.99,1,98.21,experimental_data,,,
propane_air,1,0,1.2,544.05,1,106.18,experimental_data,,,
propane_air,1,0,1.2,557.52,1,104.4,experimental_data,,,
propane_air,1,0,0.6972,300,1,22.92,experimental_data,,,
propane_air,1,0,0.7948,300,1,28.67,experimental_data,,,
propane_air,1,0,0.897,300,1,36.73,experimental_data,,,
propane_air,1,0,1.0049,300,1,41.32,experimental_data,,,
propane_air,1,0,1.1031,300,1,42.89,experimental_data,,,
propane_air,1,0,1.2047,300,1,37.97,experimental_data,,,
propane_air,1,0,1.2991,300,1,31.46,experimental_data,,,
propane_air,1,0,0.6981,300,1,26.51,experimental_data,,,
propane_air,1,0,0.8038,300,1,31.76,experimental_data,,,
propane_air,1,0,0.8993,300,1,38.26,experimental_data,,,
propane_air,1,0,1.0049,300,1,42.26,experimental_data,,,
propane_air,1,0,1.1024,300,1,43.17,experimental_data,,,
propane_air,1,0,1.202,300,1,39.41,experimental_data,,,
propane_air,1,0,1.3066,300,1,33.93,experimental_data,,,
propane_air,1,0,0.6894,650,1,110.86,experimental_data,,,
propane_air,1,0,0.7912,650,1,125.05,experimental_data,,,
propane_air,1,0,0.7912,650,1,125.05,experimental_data,,,
propane_air,1,0,0.8887,650,1,135.62,experimental_data,,,
propane_air,1,0,0.8887,650,1,135.62,experimental_data,,,
propane_air,1,0,0.991,650,1,142.56,experimental_data,,,
propane_air,1,0,1.089,650,1,145.89,experimental_data,,,
propane_air,1,0,1.1921,650,1,144.37,experimental_data,,,
propane_air,1,0,1.287,650,1,127.17,experimental_data,,,
propane_air,1,0,0.6894,500,1,110.86,experimental_data,,,
propane_air,1,0,0.7912,500,1,125.05,experimental_data,,,
propane_air,1,0,0.7912,500,1,125.05,experimental_data,,,
propane_air,1,0,0.8887,500,1,135.62,experimental_data,,,
propane_air,1,0,0.8887,500,1,135.62,experimental_data,,,
propane_air,1,0,0.991,500,1,142.56,experimental_data,,,
propane_air,1,0,1.089,500,1,145.89,experimental_data,,,
propane_air,1,0,1.1921,500,1,144.37,experimental_data,,,
propane_air,1,0,1.287,500,1,127.17,experimental_data,,,
,,,,,,,,aaaaaaaa,,
syngas,1,0,,,,,,,,
syngas,1,0,0.7,300,1,78.67813,simulated_data,,,
syngas,1,0,0.7,350,1,105.7085,simulated_data,,,
syngas,1,0,0.7,400,1,138.6818,simulated_data,,,
syngas,1,0,0.7,300,2,64.09614,simulated_data,,,
syngas,1,0,0.7,350,2,86.78393,simulated_data,,,
syngas,1,0,0.7,400,2,115.0252,simulated_data,,,
syngas,1,0,0.7,300,3,54.82336,simulated_data,,,
syngas,1,0,0.7,350,3,74.63944,simulated_data,,,
syngas,1,0,0.7,400,3,99.42931,simulated_data,,,
syngas,1,0,0.7,300,4,48.10269,simulated_data,,,
syngas,1,0,0.7,350,4,65.79269,simulated_data,,,
syngas,1,0,0.7,400,4,87.97966,simulated_data,,,
syngas,1,0,0.7,300,5,42.85444,simulated_data,,,
syngas,1,0,0.7,350,5,58.85688,simulated_data,,,
syngas,1,0,0.7,400,5,78.97625,simulated_data,,,
syngas,1,0,0.8,300,1,105.6345,simulated_data,,,
syngas,1,0,0.8,350,1,138.9596,simulated_data,,,
syngas,1,0,0.8,400,1,178.6375,simulated_data,,,
syngas,1,0,0.8,300,2,89.55782,simulated_data,,,
syngas,1,0,0.8,350,2,119.035,simulated_data,,,
syngas,1,0,0.8,400,2,154.496,simulated_data,,,
syngas,1,0,0.8,300,3,78.58466,simulated_data,,,
syngas,1,0,0.8,350,3,104.9029,simulated_data,,,
syngas,1,0,0.8,400,3,136.8207,simulated_data,,,
syngas,1,0,0.8,300,4,70.28982,simulated_data,,,
syngas,1,0,0.8,350,4,94.14625,simulated_data,,,
syngas,1,0,0.8,400,4,123.219,simulated_data,,,
syngas,1,0,0.8,300,5,63.67842,simulated_data,,,
syngas,1,0,0.8,350,5,85.54245,simulated_data,,,
syngas,1,0,0.8,400,5,112.2996,simulated_data,,,
syngas,1,0,0.9,300,1,131.1254,simulated_data,,,
syngas,1,0,0.9,350,1,169.8266,simulated_data,,,
syngas,1,0,0.9,400,1,214.9917,simulated_data,,,
syngas,1,0,0.9,300,2,115.1142,simulated_data,,,
